JJ_CTRL_1	BM_CTRL_2	BM_CTRL_3	BM_AMIL_1	BM_AMIL_2	BM_AMIL_3	BM_CTRL_1	JJ_CTRL_2	JJ_CTRL_3	JJ_AMIL_1	JJ_AMIL_2	JJ_AMIL_3	BM_TG_1	BM_TG_2	BM_TG_3	JJ_TG_1	JJ_TG_2	JJ_TG_3
ENSG00000010318	221	319	357	112	114	99	274	457	240	102	207	198	240	187	259	153	294	236
ENSG00000010319	707	816	976	547	530	308	218	268	156	263	384	379	729	558	685	204	271	268
ENSG00000010322	2204	2589	3130	1880	1954	1087	2247	3020	2096	2001	2786	3336	1939	1467	1737	2100	3295	2507
ENSG00000010327	2	0	5	3	0	0	0	0	0	0	0	0	3	1	3	1	0	2
ENSG00000010361	524	600	651	337	314	170	211	266	211	174	261	322	968	814	1008	304	494	409
ENSG00000010379	0	0	0	5	7	4	0	1	0	3	1	4	0	0	0	0	0	0
ENSG00000010404	5749	7186	8877	7051	6784	4937	1089	1645	1007	1155	2121	2777	5902	4014	5540	1139	2000	1346
ENSG00000010438	4	13	19	21	23	7	0	0	0	2	0	0	13	8	18	1	0	1
ENSG00000010539	1162	1714	2213	2153	2750	1905	392	453	267	348	605	674	1414	1189	1651	258	510	331
ENSG00000010610	17	22	31	14	11	8	0	0	0	1	0	1	15	10	12	2	1	1
ENSG00000010626	59	92	108	215	262	182	32	43	32	41	68	79	129	138	141	68	118	74
ENSG00000010671	5458	8939	10196	4759	4921	2873	8	2	6	8	19	9	5208	3683	5618	25	31	30
ENSG00000010704	0	0	1	1	0	0	122	165	79	108	202	177	0	0	0	129	194	146
ENSG00000010803	824	1144	1475	983	1164	842	1725	2278	1449	1177	2101	2118	1048	858	1138	1277	2086	1452
ENSG00000010810	9	28	42	55	49	37	1025	1172	759	689	1080	995	34	52	73	913	1402	987
ENSG00000010818	914	1186	1512	5063	6730	5289	545	723	519	496	806	820	1359	1220	1387	517	880	646
ENSG00000010932	1	2	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0
ENSG00000011007	3973	5612	7009	4401	4929	3955	2626	3305	2263	2651	4557	5221	3341	2698	3833	2500	4058	2966
ENSG00000011009	1768	2117	2593	1660	1769	1151	1705	2066	1497	1570	2415	2897	3024	2491	2961	2639	3605	2723
ENSG00000011021	658	1045	1277	1093	1380	880	684	948	650	557	984	1317	1222	1005	1279	1014	2135	1405
ENSG00000011028	0	0	0	0	0	0	42	79	58	44	66	45	0	0	0	53	87	73
ENSG00000011052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011105	8	9	3	5	4	8	828	1095	777	724	1068	1599	4	6	3	559	704	507
ENSG00000011114	1817	2046	2626	3743	4156	3252	982	1386	849	1113	1787	2068	2060	1483	1985	905	1555	1028
ENSG00000011132	561	543	636	836	851	515	623	876	543	611	924	1115	795	596	591	808	1072	747
ENSG00000011143	39	80	97	49	48	24	407	644	387	303	480	457	141	118	153	817	1166	886
ENSG00000011198	289	515	633	462	633	425	334	450	257	224	403	427	456	371	483	370	572	409
ENSG00000011201	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	2	0	1
ENSG00000011243	1500	1880	2392	4828	8084	5911	2814	3232	1912	3640	4311	6025	1865	1653	2138	2926	4363	3316
ENSG00000011258	2878	5041	6493	4322	5160	3406	1088	1701	1053	713	1233	1465	4116	3879	4610	1038	2062	1461
ENSG00000011260	4538	7864	8848	12007	14536	9772	2449	3442	2221	2034	5184	5375	4932	4176	5223	2499	4486	3278
ENSG00000011275	1462	1840	2374	2123	2131	1413	1933	2586	1605	1440	2622	3221	1926	1493	1958	2412	3813	2789
ENSG00000011295	720	920	1231	575	607	410	1658	2169	1603	1013	1854	1951	1314	1297	1451	1820	3072	2238
ENSG00000011304	16261	16791	20091	23940	24649	13193	15328	16445	11475	14126	22531	24314	21476	16074	19530	13585	20212	14658
ENSG00000011332	195	355	341	20	18	14	53	53	44	35	35	22	253	175	296	22	36	37
ENSG00000011347	6	3	3	0	0	0	5	4	3	4	12	2	3	1	4	4	9	4
ENSG00000011376	2108	3068	3597	2402	3142	2355	2580	3176	1859	2305	3753	3577	3505	3185	4138	2984	4485	3131
ENSG00000011405	922	1332	1732	2200	2593	1910	397	623	324	287	570	691	1465	1110	1483	305	731	454
ENSG00000011422	22	42	47	20	25	16	92	169	123	59	79	52	48	30	32	63	71	56
ENSG00000011426	1880	2496	3524	2584	3643	2924	2070	2738	2049	1273	2251	2077	2359	1629	2409	1729	3011	2028
ENSG00000011451	1844	1964	2226	2046	2194	1205	2202	2811	1833	1711	2478	3486	2115	1588	1732	2005	2803	2278
ENSG00000011454	1141	1533	2036	3016	4146	2698	842	1194	722	868	1395	1925	1774	1486	1918	1129	1862	1295
ENSG00000011465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011478	550	934	1086	251	215	127	757	886	682	335	558	627	813	661	908	955	1337	1050
ENSG00000011485	4654	6566	7862	3238	4585	2640	4136	4776	3296	3678	4167	4490	5074	3695	5419	4317	6079	4880
ENSG00000011523	1503	2185	2633	2298	2622	1718	1208	1700	1148	968	1453	1720	1575	1262	1663	1071	1706	1301
ENSG00000011566	73	144	164	128	127	109	159	210	133	111	177	194	216	155	225	199	327	262
ENSG00000011590	5	1	6	1	1	3	0	0	0	0	0	0	1	1	0	0	0	0
ENSG00000011600	0	3	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
ENSG00000011638	402	658	754	400	502	328	63	85	69	31	52	48	822	768	901	47	71	69
ENSG00000011677	0	0	0	0	0	0	21	33	17	22	26	33	0	0	0	14	29	21
ENSG00000012048	3690	4894	6047	5083	5704	3936	4031	5594	3151	3555	6578	6046	6112	5334	7176	4770	8215	5615
ENSG00000012061	967	1056	1264	609	605	277	994	1225	891	957	1054	1749	2184	1798	2284	3064	4437	3306
ENSG00000012124	0	1	2	0	3	4	6	3	6	3	4	2	2	4	5	1	1	1
ENSG00000012171	9	17	15	14	18	10	16	16	20	9	14	29	30	19	31	6	15	14
ENSG00000012174	1435	2086	2415	1708	1943	1290	692	967	566	711	1288	1563	1782	1599	2033	779	1344	865
ENSG00000012211	496	583	707	399	407	218	325	440	255	273	365	510	488	352	451	326	467	356
ENSG00000012223	4	2	5	1	2	5	10	14	9	5	2	10	2	8	5	11	8	16
ENSG00000012232	2811	3725	4677	3737	4633	3195	1434	1779	1336	1513	2354	2753	2867	2699	3231	1277	1821	1477
ENSG00000012504	0	0	3	0	1	0	0	0	0	0	0	1	2	2	4	0	0	0
ENSG00000012660	4697	6728	8475	3635	4048	2865	5431	7589	4958	3986	6503	7040	5702	4504	5890	4137	7186	5312
ENSG00000012779	0	0	1	0	0	0	38	51	48	22	14	28	2	0	1	35	47	37
ENSG00000012817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000012822	815	1350	1890	1464	1535	905	868	1176	1012	1048	1622	2263	1589	1505	1810	1246	1856	1546
ENSG00000012963	4923	6663	8188	5285	5830	4295	2790	3682	2387	2412	4049	3755	6409	5374	7072	2628	4198	3112
ENSG00000012983	358	603	770	998	1438	841	433	690	365	414	696	849	945	699	989	585	1156	854
ENSG00000013016	26	24	31	7	3	7	120	149	92	169	247	283	11	14	21	84	106	84
ENSG00000013275	4589	4913	7397	4096	5975	4016	5397	5684	2759	4504	7432	6791	4921	3910	5025	4711	6549	4486
ENSG00000013288	391	396	480	473	431	247	987	1348	1026	920	1308	1523	632	411	507	1367	1871	1528
ENSG00000013293	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000013297	0	0	1	3	3	0	0	0	0	1	0	1	0	0	4	0	3	5
ENSG00000013306	7571	13473	12634	6855	8155	4813	7944	9098	6716	4877	8862	7718	10623	8445	11153	8432	11711	8734
ENSG00000013364	112	100	126	605	740	592	954	1001	715	1541	1885	3047	198	141	152	1279	1618	1155
ENSG00000013374	42	53	70	226	205	173	1636	2078	1288	2080	3442	4343	90	52	78	2366	4128	2758
ENSG00000013375	1643	2450	2891	2470	2565	1870	669	933	543	574	918	1072	2738	2334	2998	745	1491	1021
ENSG00000013392	132	266	312	232	217	148	354	434	299	255	473	486	311	331	365	251	377	291
ENSG00000013441	572	841	1180	3617	6021	3865	645	988	635	1197	1877	2996	2688	2691	3276	2435	4826	3243
ENSG00000013503	1215	1572	2385	1176	1016	810	700	860	505	630	1301	1369	1772	1525	2125	1148	1952	1299
ENSG00000013523	2606	3901	4614	1292	1321	854	2279	3043	2011	1201	2230	2205	1862	1494	2174	1286	2194	1627
ENSG00000013561	750	1113	1315	818	898	541	1206	1695	1050	986	1592	1767	997	881	1094	1232	2148	1474
ENSG00000013563	788	946	1133	345	349	239	355	410	303	222	388	396	1108	994	1283	431	674	517
ENSG00000013573	2355	2998	3678	1802	1970	1055	1618	1872	1169	1147	1755	1848	3483	2445	3613	1862	3284	2242
ENSG00000013583	967	1335	1692	811	855	623	446	554	352	321	476	437	1628	1404	1693	352	515	401
ENSG00000013588	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000013619	0	0	0	0	0	0	44	48	39	22	46	41	0	0	0	40	60	36
ENSG00000013725	59	46	56	4	2	2	190	279	204	150	243	303	24	10	20	295	343	282
ENSG00000013810	7157	6994	9439	6400	8273	4310	6655	7695	5036	4667	6238	6642	5869	4422	6054	5057	7105	5463
ENSG00000014123	1305	2227	2678	1910	2032	1377	1515	1979	1419	1103	2055	1956	1993	1626	2257	1429	2557	1814
ENSG00000014138	3443	4374	4570	517	401	242	2754	3671	1919	1246	2621	1969	4766	3903	5358	2911	4654	3258
ENSG00000014164	2233	2262	2519	3248	3652	2207	2574	2957	2124	2295	3247	4601	2398	1790	1999	2384	3012	2521
ENSG00000014216	3659	4688	5744	2041	2543	1462	2427	3048	1985	1972	3055	3165	4246	3508	4352	2132	2848	2159
ENSG00000014257	26	63	88	44	82	37	140	162	144	57	77	31	35	26	39	54	70	86
ENSG00000014641	3546	7287	10137	7004	8916	3944	4677	6458	4737	3655	6744	6612	6042	5447	6523	5161	8115	5624
ENSG00000014824	1346	2081	2433	1423	1497	1046	2436	3540	2053	1605	3168	2672	3042	2471	3178	3021	5340	3790
ENSG00000014914	18	22	22	31	35	34	10	9	5	9	15	21	17	18	16	5	12	5
ENSG00000014919	2990	4400	5294	4936	5751	4481	2209	2949	1972	2057	3486	3863	4511	4569	5800	2361	3775	2583
ENSG00000015133	6284	6846	8836	15626	20746	12757	1495	2191	1443	1739	2680	3334	7281	5807	7064	1827	2858	2161
ENSG00000015153	1094	1601	1936	4860	6538	4371	582	757	558	860	1393	1373	1697	1571	1783	736	1171	882
ENSG00000015171	862	1254	1524	2374	2841	1965	1669	2456	1550	1767	2816	3559	1229	858	1165	1742	2923	2013
ENSG00000015285	5087	5757	6474	6417	6209	4232	1298	1465	1027	1313	2156	2616	5059	3837	5290	1329	1947	1421
ENSG00000015413	13	15	8	23	9	6	3	5	2	3	4	4	15	5	4	1	2	1
ENSG00000015475	801	1039	1192	1084	1279	736	1723	2267	1553	1785	2541	2465	893	639	801	1796	2493	1941
ENSG00000015479	14514	20186	26120	20997	25378	18284	13170	17810	11506	10214	18412	18892	17812	14240	19342	13598	24914	17412
ENSG00000015520	7	4	7	656	920	774	1	2	2	7	3	6	27	34	30	0	3	1
ENSG00000015532	812	1095	1263	990	1096	642	866	1234	911	590	910	1102	1022	866	1033	729	1082	884
ENSG00000015568	1	1	0	2	1	0	0	0	0	1	2	0	2	7	6	7	20	12
ENSG00000015592	0	0	4	22	43	30	0	0	0	0	0	0	2	2	2	0	2	0
ENSG00000015676	11635	14575	18153	10899	11311	8568	3863	4620	3369	2519	4133	4126	8736	7611	10072	2559	3859	2903
ENSG00000016082	1	0	0	0	0	0	201	260	174	173	286	254	0	0	0	143	240	182
ENSG00000016391	3595	4884	5865	2749	2823	2144	2754	3458	2163	1455	2570	2407	1916	1269	2010	1391	2441	1721
ENSG00000016402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000016490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000016602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000016864	1377	2399	2607	1457	1554	1084	1864	2262	1855	1489	2753	2381	2304	2238	2790	2069	3204	2550
ENSG00000017260	2888	4770	5843	1720	2278	1454	3889	5283	3338	2447	5438	5970	6259	4558	6727	5181	9418	6365
ENSG00000017373	38	87	79	24	27	12	20	29	28	6	23	13	32	28	37	6	12	15
ENSG00000017427	1	0	3	3	1	0	2935	4003	2974	4181	6762	6345	1	1	0	735	1188	829
ENSG00000017483	5030	5171	7996	1082	1464	938	3621	3801	2951	2367	4646	4743	4868	3329	5072	3495	4897	3719
ENSG00000017621	37	31	30	13	9	8	16	15	19	10	15	28	66	75	54	32	34	20
ENSG00000017797	4536	5842	7597	7088	7984	5861	5695	7729	5757	4922	8625	9104	5554	4404	5758	6240	10806	7724
ENSG00000018189	252	453	539	268	397	223	2358	3483	2467	1072	1823	1797	493	458	651	2115	3980	3048
ENSG00000018236	0	0	1	0	0	0	284	331	278	166	219	98	0	0	0	60	114	95
ENSG00000018280	2	4	8	2	0	0	3	9	4	1	5	8	7	5	8	4	5	7
ENSG00000018408	0	1	0	1	6	6	20	25	13	16	24	30	0	1	0	11	20	13
ENSG00000018510	3398	4973	6865	5362	7714	5045	2099	3071	1712	1888	3743	4112	4764	3886	4985	2240	4220	3033
ENSG00000018607	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
ENSG00000018610	1114	1445	1846	1906	2153	1585	590	776	490	676	1109	1110	1627	1332	1798	841	1288	929
ENSG00000018625	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0
ENSG00000018699	849	1452	1368	1348	1241	787	748	856	527	701	1226	1333	1599	1392	1807	1168	1943	1420
ENSG00000018869	0	0	5	6	7	1	77	101	77	122	169	189	6	9	10	90	161	130
ENSG00000019102	19	17	30	51	26	15	1	0	0	0	0	0	25	14	23	1	1	0
ENSG00000019144	649	805	1001	436	357	202	6	12	12	10	8	16	564	367	550	2	7	4
ENSG00000019169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000019186	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000019485	229	218	272	582	623	408	23	17	16	28	39	52	597	497	532	25	17	17
ENSG00000019505	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0
ENSG00000019549	0	0	0	1	0	0	457	518	380	326	569	893	0	0	0	269	375	319
ENSG00000019582	24646	23121	28612	22553	24763	15256	102953	127735	84735	51804	80139	126094	20399	15675	18334	62143	91392	70550
ENSG00000019991	31	45	82	109	18	0	91731	127532	91655	73293	124810	100508	53	10	0	70018	121965	92472
ENSG00000019995	1291	1860	2227	4039	5168	3912	914	1294	823	1078	1586	2155	1541	1375	1689	873	1524	1039
ENSG00000020129	1037	1260	1405	806	733	486	3379	3959	2564	3080	4258	6122	1052	732	906	3499	4701	3726
ENSG00000020181	173	182	274	43	35	37	117	146	87	71	97	113	159	98	153	56	107	78
ENSG00000020219	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000020256	1450	1978	2362	1797	2172	1667	987	1199	831	680	1119	1306	1593	1621	1775	855	1261	932
ENSG00000020426	605	814	1188	1182	2043	1226	394	729	420	704	948	817	1040	983	1158	594	1065	730
ENSG00000020577	49	78	107	94	89	87	106	205	127	108	181	192	47	57	60	52	130	101
ENSG00000020633	4490	5003	6121	9385	10810	8213	7795	9476	6471	13170	18319	25065	3632	2871	3488	6606	9130	6429
ENSG00000020922	2522	3502	4551	3000	4218	2352	1526	1963	1091	1098	2037	1868	3338	2530	3671	1644	3154	2086
ENSG00000021300	51	51	88	26	11	14	30	50	30	12	16	12	54	36	70	56	56	60
ENSG00000021355	10	17	23	13	11	6	4	1	2	4	13	5	43	40	67	8	5	11
ENSG00000021461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000021488	1	0	4	3	4	1	0	0	0	1	0	1	1	2	0	0	1	0
ENSG00000021574	1105	1691	2093	1826	2100	1451	728	813	598	577	1013	1063	1510	1297	1616	686	1129	759
ENSG00000021645	0	0	0	0	1	0	26	22	11	15	27	9	0	0	0	3	7	8
ENSG00000021762	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3
ENSG00000021776	2857	4052	4997	3257	3267	2070	1643	2097	1589	1420	2498	2355	4142	3252	4543	2523	4158	2889
ENSG00000021826	0	0	1	2	0	2	26	46	28	36	82	90	0	0	2	23	56	42
ENSG00000021852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000022267	2754	3633	4551	1670	1754	1220	6	6	12	8	15	6	2967	2434	3236	7	4	8
ENSG00000022277	3850	6275	7494	6133	8211	5911	4242	4950	3123	3616	5425	6614	5298	4804	5574	3778	5904	4312
ENSG00000022355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000022556	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0
ENSG00000022567	1	0	1	0	0	0	624	786	519	591	884	1055	0	0	0	423	623	473
ENSG00000022840	6991	11815	14590	13057	17280	12031	5245	6431	4339	5179	8799	9553	9288	8257	10486	6170	10361	7870
ENSG00000022976	1069	1474	1825	1135	1147	838	466	656	485	371	651	801	1426	1251	1530	329	711	458
ENSG00000023041	1314	1928	2626	1298	1572	1108	1289	1679	1094	904	1757	1552	1686	1363	1700	1113	2029	1434
ENSG00000023171	0	0	0	0	0	0	35	35	20	45	57	68	0	0	0	24	31	20
ENSG00000023191	2363	2679	2971	2751	2883	1506	2443	3255	2229	2342	3068	4627	2455	1728	2092	2343	3067	2377
ENSG00000023228	3894	5364	7223	6497	7904	5074	3694	4330	2893	3311	5413	5353	5178	4162	5861	3940	6434	4356
ENSG00000023287	2878	4538	5422	8504	11903	8585	2805	4348	2785	2609	4292	4955	3170	2743	3596	2421	4780	3138
ENSG00000023318	1841	2401	2010	4229	3857	2615	1566	2720	1370	1356	2880	2474	2514	2017	2671	1865	3145	2153
ENSG00000023330	1942	3095	3716	2698	3347	2384	3438	3855	2469	2199	3764	3863	3153	3095	3710	3361	4811	3273
ENSG00000023445	1841	2574	3511	3997	5158	3514	32460	51271	41063	14952	27093	27307	1952	1674	2089	26032	46367	35365
ENSG00000023516	1144	1522	1903	1410	1606	1116	1854	2769	1729	1825	3141	3445	1263	991	1283	1288	2411	1625
ENSG00000023572	475	616	810	535	586	247	545	696	307	346	953	1011	425	311	428	316	583	361
ENSG00000023608	103	183	223	336	328	271	196	283	158	227	226	241	246	207	241	223	396	291
ENSG00000023697	844	1193	1370	906	869	535	551	666	517	442	973	765	1401	1180	1704	756	1129	827
ENSG00000023734	7282	11210	13219	11646	14417	9228	3764	4893	3164	4146	6238	7822	6915	5358	7202	4195	6894	4817
ENSG00000023839	2	6	11	114	141	84	4	4	1	4	13	27	47	37	47	4	14	6
ENSG00000023892	2641	3456	4302	3132	3452	2206	1906	2601	1657	1516	2413	2621	3905	3690	4281	1809	2519	1820
ENSG00000023902	1739	2133	2738	1831	2647	1667	2464	2813	2168	1857	3608	4076	1924	1627	1976	2567	3438	2286
ENSG00000023909	1409	2330	2815	1688	1931	1293	723	1036	638	565	1143	1223	1556	1152	1605	454	945	540
ENSG00000024048	1863	2789	3547	3254	3851	3317	1300	1726	1213	1157	2271	2206	3946	3254	4527	2019	3789	2435
ENSG00000024422	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
ENSG00000024526	764	1221	1466	1826	2604	2043	2020	3109	2028	1400	2780	2572	1010	770	1006	1361	2870	1796
ENSG00000024862	722	1129	1424	3264	4211	3056	521	736	561	448	731	747	1260	1169	1422	459	759	577
ENSG00000025039	1580	2497	3216	3513	4497	3552	1534	2351	1807	1099	2031	2082	1716	1448	1949	1009	1960	1422
ENSG00000025156	724	1196	1318	1211	1851	1220	481	692	456	377	646	591	1191	1099	1376	539	976	651
ENSG00000025293	2594	4166	4944	5185	6157	4414	2471	3306	2324	2153	3828	3896	2601	2406	2978	2244	3586	2631
ENSG00000025423	408	598	712	316	296	183	96	150	106	42	71	79	766	678	888	103	187	137
ENSG00000025434	152	236	246	539	765	506	160	198	183	221	313	412	770	813	955	480	641	491
ENSG00000025708	25	25	24	53	77	34	28	30	31	47	48	65	59	42	41	53	54	68
ENSG00000025770	877	1227	1269	1320	1257	844	758	917	817	1013	1209	1547	3496	2778	3331	2058	2816	2373
ENSG00000025772	2495	3853	4509	2984	3639	2501	3568	4184	2902	2749	4359	5000	3224	2923	3704	2807	4279	3301
ENSG00000025796	2376	3483	4285	2654	3379	2336	1664	2514	1467	1451	2176	2351	3284	2812	3681	2293	4049	2888
ENSG00000025800	1333	1932	2467	2392	2818	2009	3299	4201	3104	3266	5352	6108	1564	1396	1877	3165	4982	3709
ENSG00000026025	9	6	17	22	1	1	21443	28524	17290	20726	34023	53279	20	3	0	26242	41070	28676
ENSG00000026036	85	79	116	26	29	11	64	75	35	25	32	38	138	82	107	56	86	54
ENSG00000026103	1754	2802	3953	7142	9213	5919	5107	7097	4744	5018	10015	9698	2222	2251	2589	8450	13964	9777
ENSG00000026297	9	12	16	22	36	14	485	544	428	487	823	684	44	39	44	501	743	583
ENSG00000026508	3781	4826	6129	3603	3215	2236	5859	8231	5517	6038	8750	9330	2874	2570	3221	5749	8874	6597
ENSG00000026559	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
ENSG00000026652	1030	1229	1636	1331	1373	925	10	19	10	9	10	30	1358	1046	1321	21	20	18
ENSG00000026751	23	25	30	6	7	1	77	55	39	50	37	44	7	8	4	11	18	11
ENSG00000026950	1018	1509	1967	1001	1054	769	2261	3043	2185	1439	2446	2212	1570	1660	1947	1717	3095	2069
ENSG00000027001	185	275	284	113	132	84	239	315	193	138	197	286	411	363	494	417	774	509
ENSG00000027075	0	0	2	0	0	0	28	29	24	22	37	34	0	0	0	17	20	13
ENSG00000027644	0	0	0	0	1	0	0	0	1	0	0	4	0	0	0	0	4	2
ENSG00000027697	1263	2076	2667	2418	3038	2026	607	795	550	468	893	946	1771	1936	2014	674	1186	800
ENSG00000027847	322	361	458	206	194	115	834	1011	741	830	1074	1333	305	301	307	755	1161	864
ENSG00000027869	327	369	484	132	130	89	499	676	452	493	841	1115	223	151	239	250	468	331
ENSG00000028116	424	546	661	559	552	352	435	618	315	275	623	647	1158	1032	1147	754	1171	838
ENSG00000028137	2652	3323	4085	1429	1098	705	9100	11413	8394	6231	9791	11240	1456	864	1321	7729	11649	9029
ENSG00000028203	2848	4068	5099	2145	2536	1678	1477	1855	1266	959	1590	1487	3648	3529	4612	1784	2929	2046
ENSG00000028277	3720	4428	5597	3836	3345	2668	46	97	62	39	52	35	2713	1837	2853	34	46	33
ENSG00000028310	1559	2345	2627	970	1056	575	1971	2302	1545	1588	2659	2819	1852	1406	1728	1870	3113	2226
ENSG00000028528	5058	5988	8816	6738	8250	5839	2090	2520	1485	1851	2990	3515	7674	6607	8272	2783	4566	3090
ENSG00000028839	655	989	1228	1265	1689	1123	380	565	307	362	615	605	1106	1000	1201	473	870	598
ENSG00000029153	1168	1778	2140	2602	2998	1734	809	1186	656	823	1365	1437	1471	1152	1617	725	1281	932
ENSG00000029363	10019	12622	15471	4839	4513	3187	6996	9300	5073	5410	9612	9528	7721	4945	7506	5822	10864	7381
ENSG00000029364	6208	8130	10236	8733	9727	7434	2971	3864	2796	2840	4763	5179	6583	5985	7659	2217	3796	2779
ENSG00000029534	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000029559	1	1	3	7	4	4	0	0	0	0	0	0	3	1	3	0	0	0
ENSG00000029639	243	405	552	151	166	99	319	451	289	234	403	301	453	409	527	298	460	335
ENSG00000029725	1603	2401	3100	2405	2790	1934	3116	4148	2819	2274	3908	3975	2372	2073	2665	3403	5963	4594
ENSG00000029993	1202	1631	2098	1818	2014	1469	1954	2578	1621	1632	2647	2406	1826	1379	1977	1827	3015	2011
ENSG00000030066	2960	5947	6973	5464	7923	3851	4297	4598	2796	3462	6067	6042	5598	4563	6315	4635	8315	6042
ENSG00000030110	2937	4104	5031	4208	4954	4027	1273	1532	927	1416	2155	2224	3116	2558	3434	1863	2634	1968
ENSG00000030304	4	7	10	4	5	4	10	13	10	2	7	4	3	3	4	4	8	5
ENSG00000030419	1	1	4	4	1	1	2306	3238	2368	1171	1995	1476	6	4	4	1819	3146	2268
ENSG00000030582	2677	2981	3266	2971	3103	1616	8393	10196	7142	6896	10028	14390	2806	1974	2299	10194	13478	11728
ENSG00000031003	740	1029	1286	2578	3097	2490	677	824	422	1000	1636	1939	1315	1072	1304	1046	1794	1167
ENSG00000031081	174	201	285	891	1259	948	11	19	13	16	33	52	348	278	385	22	40	22
ENSG00000031544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000031691	740	1144	1554	1642	2606	1540	1257	1632	999	922	1734	1254	1396	1325	1509	1276	2073	1527
ENSG00000031698	5006	6325	8954	24350	34857	25452	6712	8300	5193	5360	9020	8758	6012	7759	7837	6158	9827	6672
ENSG00000031823	1600	1864	2226	1897	2614	1310	2174	2715	2012	2133	3128	4284	2549	2028	2516	2769	4053	3012
ENSG00000032219	805	1192	1595	1656	2428	1665	698	865	615	492	849	956	1194	999	1307	683	1217	751
ENSG00000032389	1466	1967	2043	922	1031	681	1845	2057	1401	1487	2362	2455	2023	1965	2197	1983	2798	2050
ENSG00000032444	933	1153	1175	646	685	365	740	934	665	627	797	1125	2154	1732	1867	1363	1789	1518
ENSG00000032742	87	174	262	61	58	43	27	53	30	19	50	47	407	411	491	176	293	198
ENSG00000033011	898	1136	1520	628	680	431	542	661	455	548	943	952	1935	1751	2117	1048	1597	1105
ENSG00000033030	997	1593	2265	3216	4293	2989	912	1153	892	691	1082	1293	1511	1339	1634	797	1428	998
ENSG00000033050	9948	14938	19867	12833	14327	10012	8215	8667	4679	7694	13330	12987	10131	8074	10714	8958	13240	9702
ENSG00000033100	3705	4488	4857	6120	5972	4022	2591	2990	2191	4073	5705	7082	2990	2007	2622	2164	2992	2378
ENSG00000033122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000033170	1	2	1	0	0	0	786	1031	709	670	1128	1254	0	1	0	468	856	586
ENSG00000033178	1147	1720	2202	2125	2638	1913	1468	1960	1271	1378	2301	2321	2004	1638	2281	1953	3633	2444
ENSG00000033327	163	262	348	355	503	383	71	102	87	46	73	104	240	260	307	46	94	70
ENSG00000033627	4337	6990	9341	7955	10666	8291	1976	2583	1651	1905	3126	3814	7198	6458	7574	2198	3546	2445
ENSG00000033800	769	1115	1375	1302	1959	1410	649	847	640	663	1078	1118	1221	1126	1490	821	1379	932
ENSG00000033867	1182	2104	2674	997	1401	775	1828	2970	2283	941	2013	1772	1450	1212	1626	1142	2389	1654
ENSG00000034053	0	0	1	0	0	0	928	1135	760	782	1133	1196	0	0	0	517	806	669
ENSG00000034063	1614	1899	1814	400	287	183	1084	1480	831	847	1294	1061	4877	3336	4555	2802	3875	3131
ENSG00000034152	1628	1778	2360	2395	2378	1505	1793	1899	1424	1298	1824	2048	1914	1458	1743	1811	2530	2002
ENSG00000034239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000034510	34117	42584	51241	31297	35186	27235	13012	15542	10952	10432	15354	14929	22576	18137	29432	9959	13198	9005
